INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('20', '125', '0', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('21', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('22', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('23', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('24', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('25', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('26', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('27', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('28', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('29', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('30', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('31', '125', '0', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('32', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('33', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('34', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('35', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('36', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('37', '125', '3', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '1', '-490.25', '-587.63', '-202.5', '152.5', '45');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231264', 'sirens_231264', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231265', 'sirens_231265', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231266', 'sirens_231266', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231267', 'sirens_231267', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231268', 'sirens_231268', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231269', 'sirens_231269', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231270', 'sirens_231270', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231271', 'sirens_231271', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231272', 'sirens_231272', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231273', 'sirens_231273', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231274', 'sirens_231274', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231275', 'sirens_231275', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231276', 'sirens_231276', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231277', 'sirens_231277', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231278', 'sirens_231278', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231122', '1111514', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231275', '1111515', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231274', '1111524', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231275', '1111515', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231275', '1111515', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231274', '1111524', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231264', '1111517', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231275', '1111515', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231277', '1111522', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231256', '1111527', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231150', '1111516', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231264', '1111517', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231264', '1111517', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231262', '1111523', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231269', '1111525', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231275', '1111515', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231263', '1111520', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231264', '1111517', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231264', '1111517', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231262', '1111523', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231256', '1111527', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231256', '1111527', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231278', '1111518', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231252', '1111519', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231269', '1111525', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231263', '1111520', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231154', '1111521', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231154', '1111521', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231150', '1111516', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231256', '1111527', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231262', '1111523', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231262', '1111523', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231154', '1111521', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231277', '1111522', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231269', '1111525', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231262', '1111523', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231274', '1111524', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231263', '1111520', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231264', '1111517', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231275', '1111515', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231277', '1111522', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231269', '1111525', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231269', '1111525', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231269', '1111525', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231269', '1111525', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231269', '1111525', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231269', '1111525', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231269', '1111525', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231269', '1111525', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231269', '1111525', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231269', '1111525', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231269', '1111525', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231269', '1111525', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231269', '1111525', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231262', '1111523', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231262', '1111523', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231262', '1111523', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231274', '1111524', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231274', '1111524', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231278', '1111518', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231278', '1111518', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231278', '1111518', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231277', '1111522', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231277', '1111522', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231277', '1111522', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231277', '1111522', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231277', '1111522', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231277', '1111522', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231262', '1111523', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231275', '1111515', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231275', '1111515', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231275', '1111515', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231274', '1111524', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231274', '1111524', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231275', '1111515', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231277', '1111522', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231277', '1111522', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231278', '1111518', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231277', '1111522', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231277', '1111522', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231277', '1111522', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231277', '1111522', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231277', '1111522', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231275', '1111515', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231275', '1111515', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231278', '1111518', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231277', '1111522', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231274', '1111524', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231275', '1111515', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231263', '1111520', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231277', '1111522', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231256', '1111527', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231278', '1111518', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231275', '1111515', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231229', '1111528', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231277', '1111522', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231277', '1111522', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231277', '1111522', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231277', '1111522', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231229', '1111528', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231275', '1111515', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231274', '1111524', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231274', '1111524', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231275', '1111515', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231229', '1111528', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231229', '1111528', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231229', '1111528', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231229', '1111528', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231262', '1111523', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231253', '1111529', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231232', '1111530', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231269', '1111525', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231269', '1111525', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231269', '1111525', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231256', '1111527', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231269', '1111525', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231269', '1111525', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231269', '1111525', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231256', '1111527', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231264', '1111517', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231253', '1111529', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231263', '1111520', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231253', '1111529', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231264', '1111517', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231264', '1111517', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231262', '1111523', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231264', '1111517', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231251', '1111526', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231253', '1111529', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231251', '1111526', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231252', '1111519', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231253', '1111529', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231256', '1111527', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231256', '1111527', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231256', '1111527', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231264', '1111517', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231263', '1111520', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231263', '1111520', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231263', '1111520', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231262', '1111523', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231262', '1111523', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231263', '1111520', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231264', '1111517', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231277', '1111522', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231278', '1111518', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231277', '1111522', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231277', '1111522', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231269', '1111525', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231277', '1111522', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231277', '1111522', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231277', '1111522', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231277', '1111522', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231274', '1111524', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231275', '1111515', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231277', '1111522', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231277', '1111522', '100');
INSERT INTO `spawnentry` (spawngroupID, npcID, chance) VALUES ('231278', '1111518', '100');
INSERT INTO `spawn2` (id, spawngroupID, zone, version, x, y, z, heading, respawntime, variance, pathgrid, _condition, cond_value, enabled, animation) VALUES ('380312', '231122', 'sirens', '1', '-64.000000', '270.000000', '-153.000000', '121.359802', '1200', '0', '0', '0', '1', '1', '0');
INSERT INTO `spawn2` (id, spawngroupID, zone, version, x, y, z, heading, respawntime, variance, pathgrid, _condition, cond_value, enabled, animation) VALUES ('380313', '231275', 'sirens', '1', '-259.000000', '-748.000000', '-41.200001', '157.053802', '1200', '0', '0', '0', '1', '1', '0');
INSERT INTO `spawn2` (id, spawngroupID, zone, version, x, y, z, heading, respawntime, variance, pathgrid, _condition, cond_value, enabled, animation) VALUES ('380314', '231274', 'sirens', '1', '-260.000000', '-765.000000', '-41.200001', '243.739395', '1200', '0', '0', '0', '1', '1', '0');
INSERT INTO `spawn2` (id, spawngroupID, zone, version, x, y, z, heading, respawntime, variance, pathgrid, _condition, cond_value, enabled, animation) VALUES ('380315', '231275', 'sirens', '1', '-213.000000', '-826.000000', '-71.199997', '193.767700', '1200', '0', '0', '0', '1', '1', '0');
INSERT INTO `spawn2` (id, spawngroupID, zone, version, x, y, z, heading, respawntime, variance, pathgrid, _condition, cond_value, enabled, animation) VALUES ('380316', '231275', 'sirens', '1', '-231.000000', '-816.000000', '-71.199997', '92.804527', '1200', '0', '0', '0', '1', '1', '0');
INSERT INTO `spawn2` (id, spawngroupID, zone, version, x, y, z, heading, respawntime, variance, pathgrid, _condition, cond_value, enabled, animation) VALUES ('380317', '231274', 'sirens', '1', '-230.000000', '-833.000000', '-71.199997', '34.674221', '1200', '0', '0', '0', '1', '1', '0');
INSERT INTO `spawn2` (id, spawngroupID, zone, version, x, y, z, heading, respawntime, variance, pathgrid, _condition, cond_value, enabled, animation) VALUES ('380318', '231264', 'sirens', '1', '-378.000000', '-873.000000', '-153.100006', '0.000000', '1200', '0', '0', '0', '1', '1', '0');
INSERT INTO `spawn2` (id, spawngroupID, zone, version, x, y, z, heading, respawntime, variance, pathgrid, _condition, cond_value, enabled, animation) VALUES ('380319', '231275', 'sirens', '1', '-582.000000', '-389.000000', '-174.899994', '196.827194', '1200', '0', '0', '0', '1', '1', '0');
INSERT INTO `spawn2` (id, spawngroupID, zone, version, x, y, z, heading, respawntime, variance, pathgrid, _condition, cond_value, enabled, animation) VALUES ('380320', '231277', 'sirens', '1', '-597.000000', '-396.000000', '-176.800003', '15.297450', '1200', '0', '0', '0', '1', '1', '0');
